,size,maxtime,regime,strategy
0,300,18,"[[157.125, 157.125, 719.0, 5.0, 157.1875, 157.09375, 9690.0, 38.0, 157.25, 157.0625, 3005.0, 5.0, 157.3125, 157.0, 1894.0, 25.0, 157.375, 156.9375, 518.0, 104.0], [157.125, 157.09375, 698.0, 38.0, 157.1875, 157.0625, 9694.0, 5.0, 157.25, 157.0, 3005.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 682.0, 38.0, 157.1875, 157.0625, 9716.0, 5.0, 157.25, 157.0, 3030.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 602.0, 38.0, 157.1875, 157.0625, 9716.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 535.0, 38.0, 157.1875, 157.0625, 9724.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.96875, 1894.0, 11.0, 157.375, 156.9375, 522.0, 104.0], [157.125, 157.125, 531.0, 3.0, 157.1875, 157.09375, 9724.0, 38.0, 157.25, 157.0625, 3031.0, 5.0, 157.3125, 157.0, 1894.0, 25.0, 157.375, 156.96875, 522.0, 11.0], [157.09375, 157.09375, 69.0, 27.0, 157.125, 157.0625, 579.0, 5.0, 157.1875, 157.0, 9724.0, 25.0, 157.25, 156.96875, 3031.0, 11.0, 157.3125, 156.9375, 1894.0, 104.0], [157.09375, 157.09375, 55.0, 13.0, 157.125, 157.0625, 579.0, 5.0, 157.1875, 157.0, 9724.0, 25.0, 157.25, 156.96875, 3031.0, 11.0, 157.3125, 156.9375, 1894.0, 104.0], [157.09375, 157.09375, 46.0, 4.0, 157.125, 157.0625, 579.0, 5.0, 157.1875, 157.0, 9724.0, 25.0, 157.25, 156.96875, 3031.0, 11.0, 157.3125, 156.9375, 1894.0, 104.0], [157.09375, 157.0625, 118.0, 5.0, 157.125, 157.0, 579.0, 25.0, 157.1875, 156.96875, 9724.0, 11.0, 157.25, 156.9375, 3031.0, 104.0, 157.3125, 0.0, 1894.0, 0.0]]",POV
0,205,24,"[[157.125, 157.09375, 762.0, 38.0, 157.1875, 157.0625, 9688.0, 4.0, 157.25, 157.0, 3005.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 708.0, 38.0, 157.1875, 157.0625, 9690.0, 5.0, 157.25, 157.0, 3005.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 689.0, 38.0, 157.1875, 157.0625, 9694.0, 5.0, 157.25, 157.0, 3005.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 688.0, 38.0, 157.1875, 157.0625, 9705.0, 5.0, 157.25, 157.0, 3007.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.125, 672.0, 2.0, 157.1875, 157.09375, 9716.0, 38.0, 157.25, 157.0625, 3031.0, 5.0, 157.3125, 157.0, 1894.0, 25.0, 157.375, 156.9375, 518.0, 104.0], [157.125, 157.125, 641.0, 1.0, 157.1875, 157.09375, 9716.0, 38.0, 157.25, 157.0625, 3031.0, 5.0, 157.3125, 157.0, 1894.0, 25.0, 157.375, 156.9375, 518.0, 104.0], [157.125, 157.09375, 583.0, 38.0, 157.1875, 157.0625, 9718.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 557.0, 38.0, 157.1875, 157.0625, 9724.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 545.0, 38.0, 157.1875, 157.0625, 9724.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.96875, 1894.0, 11.0, 157.375, 156.9375, 522.0, 104.0], [157.125, 157.125, 539.0, 3.0, 157.1875, 157.09375, 9724.0, 38.0, 157.25, 157.0625, 3031.0, 5.0, 157.3125, 157.0, 1894.0, 25.0, 157.375, 156.96875, 522.0, 11.0]]",POV
0,340,72,"[[157.125, 157.09375, 775.0, 38.0, 157.1875, 157.0625, 9678.0, 4.0, 157.25, 157.0, 2912.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.125, 758.0, 3.0, 157.1875, 157.09375, 9689.0, 38.0, 157.25, 157.0625, 3005.0, 4.0, 157.3125, 157.0, 1894.0, 25.0, 157.375, 156.9375, 518.0, 104.0], [157.125, 157.09375, 705.0, 38.0, 157.1875, 157.0625, 9692.0, 5.0, 157.25, 157.0, 3005.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 682.0, 38.0, 157.1875, 157.0625, 9714.0, 5.0, 157.25, 157.0, 3007.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 665.0, 38.0, 157.1875, 157.0625, 9716.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.125, 630.0, 4.0, 157.1875, 157.09375, 9716.0, 38.0, 157.25, 157.0625, 3031.0, 5.0, 157.3125, 157.0, 1894.0, 25.0, 157.375, 156.9375, 518.0, 104.0], [157.125, 157.09375, 565.0, 38.0, 157.1875, 157.0625, 9724.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.125, 542.0, 1.0, 157.1875, 157.09375, 9724.0, 38.0, 157.25, 157.0625, 3031.0, 5.0, 157.3125, 157.0, 1894.0, 25.0, 157.375, 156.9375, 518.0, 104.0], [157.09375, 157.09375, 60.0, 18.0, 157.125, 157.0625, 579.0, 5.0, 157.1875, 157.0, 9724.0, 25.0, 157.25, 156.96875, 3031.0, 11.0, 157.3125, 156.9375, 1894.0, 104.0], [157.09375, 157.09375, 53.0, 11.0, 157.125, 157.0625, 579.0, 5.0, 157.1875, 157.0, 9724.0, 25.0, 157.25, 156.96875, 3031.0, 11.0, 157.3125, 156.9375, 1894.0, 104.0]]",TWAP
0,255,90,"[[157.125, 157.09375, 705.0, 38.0, 157.1875, 157.0625, 9690.0, 5.0, 157.25, 157.0, 3005.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 688.0, 38.0, 157.1875, 157.0625, 9694.0, 5.0, 157.25, 157.0, 3007.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 682.0, 38.0, 157.1875, 157.0625, 9712.0, 5.0, 157.25, 157.0, 3007.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 669.0, 38.0, 157.1875, 157.0625, 9716.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 637.0, 38.0, 157.1875, 157.0625, 9716.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.125, 568.0, 3.0, 157.1875, 157.09375, 9724.0, 38.0, 157.25, 157.0625, 3031.0, 5.0, 157.3125, 157.0, 1894.0, 25.0, 157.375, 156.9375, 518.0, 104.0], [157.125, 157.09375, 551.0, 38.0, 157.1875, 157.0625, 9724.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.9375, 1894.0, 104.0, 157.375, 0.0, 518.0, 0.0], [157.125, 157.09375, 580.0, 38.0, 157.1875, 157.0625, 9724.0, 5.0, 157.25, 157.0, 3031.0, 25.0, 157.3125, 156.96875, 1894.0, 11.0, 157.375, 156.9375, 522.0, 104.0], [157.09375, 157.09375, 74.0, 32.0, 157.125, 157.0625, 579.0, 5.0, 157.1875, 157.0, 9724.0, 25.0, 157.25, 156.96875, 3031.0, 11.0, 157.3125, 156.9375, 1894.0, 104.0], [157.09375, 157.09375, 61.0, 19.0, 157.125, 157.0625, 579.0, 5.0, 157.1875, 157.0, 9724.0, 25.0, 157.25, 156.96875, 3031.0, 11.0, 157.3125, 156.9375, 1894.0, 104.0]]",TWAP
0,240,39,"[[157.1875, 157.15625, 9997.0, 68.0, 157.25, 157.125, 3107.0, 3.0, 157.3125, 157.09375, 1936.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 9958.0, 68.0, 157.25, 157.125, 3110.0, 3.0, 157.3125, 157.09375, 1936.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 9917.0, 68.0, 157.25, 157.125, 3124.0, 3.0, 157.3125, 157.09375, 1936.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 9948.0, 68.0, 157.25, 157.125, 3137.0, 3.0, 157.3125, 157.09375, 1952.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 9991.0, 73.0, 157.25, 157.125, 3155.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10020.0, 91.0, 157.25, 157.125, 3156.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10041.0, 104.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10083.0, 115.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10155.0, 118.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10193.0, 141.0, 157.25, 157.125, 3158.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0]]",POV
0,375,51,"[[157.1875, 157.1875, 10007.0, 1.0, 157.25, 157.15625, 3107.0, 68.0, 157.3125, 157.125, 1936.0, 3.0, 157.375, 157.09375, 558.0, 15.0, 157.4375, 157.0625, 47.0, 29.0], [157.1875, 157.15625, 9967.0, 68.0, 157.25, 157.125, 3110.0, 3.0, 157.3125, 157.09375, 1936.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.1875, 9925.0, 3.0, 157.25, 157.15625, 3110.0, 68.0, 157.3125, 157.125, 1936.0, 3.0, 157.375, 157.09375, 560.0, 15.0, 157.4375, 157.0625, 47.0, 29.0], [157.1875, 157.15625, 9917.0, 68.0, 157.25, 157.125, 3130.0, 3.0, 157.3125, 157.09375, 1936.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 9978.0, 68.0, 157.25, 157.125, 3146.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 9997.0, 91.0, 157.25, 157.125, 3156.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10067.0, 115.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10139.0, 118.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10186.0, 127.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.15625, 157.15625, 7.0, 110.0, 157.1875, 157.125, 10193.0, 3.0, 157.25, 157.09375, 3158.0, 15.0, 157.3125, 157.0625, 1957.0, 29.0, 157.375, 157.03125, 574.0, 7.0]]",VWAP
0,345,54,"[[157.1875, 157.15625, 10000.0, 68.0, 157.25, 157.125, 3107.0, 3.0, 157.3125, 157.09375, 1936.0, 15.0, 157.375, 157.0625, 558.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.1875, 9962.0, 1.0, 157.25, 157.15625, 3110.0, 68.0, 157.3125, 157.125, 1936.0, 3.0, 157.375, 157.09375, 560.0, 15.0, 157.4375, 157.0625, 47.0, 29.0], [157.1875, 157.15625, 9919.0, 68.0, 157.25, 157.125, 3110.0, 3.0, 157.3125, 157.09375, 1936.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 9918.0, 68.0, 157.25, 157.125, 3137.0, 3.0, 157.3125, 157.09375, 1952.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 9985.0, 73.0, 157.25, 157.125, 3146.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10012.0, 91.0, 157.25, 157.125, 3156.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10041.0, 97.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10077.0, 115.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10168.0, 118.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10193.0, 103.0, 157.25, 157.125, 3158.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0]]",TWAP
0,405,69,"[[157.1875, 157.1875, 9990.0, 20.0, 157.25, 157.15625, 3107.0, 68.0, 157.3125, 157.125, 1936.0, 3.0, 157.375, 157.09375, 560.0, 15.0, 157.4375, 157.0625, 47.0, 29.0], [157.1875, 157.15625, 9946.0, 68.0, 157.25, 157.125, 3110.0, 3.0, 157.3125, 157.09375, 1936.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 9955.0, 68.0, 157.25, 157.125, 3142.0, 3.0, 157.3125, 157.09375, 1952.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 9994.0, 76.0, 157.25, 157.125, 3156.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10049.0, 110.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10102.0, 115.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.15625, 157.15625, 3.0, 125.0, 157.1875, 157.125, 10193.0, 3.0, 157.25, 157.09375, 3158.0, 15.0, 157.3125, 157.0625, 1957.0, 29.0, 157.375, 157.03125, 574.0, 7.0], [157.15625, 157.15625, 23.0, 102.0, 157.1875, 157.125, 10193.0, 3.0, 157.25, 157.09375, 3158.0, 15.0, 157.3125, 157.0625, 1957.0, 29.0, 157.375, 157.03125, 574.0, 7.0], [157.15625, 157.15625, 18.0, 97.0, 157.1875, 157.125, 10193.0, 3.0, 157.25, 157.09375, 3158.0, 15.0, 157.3125, 157.0625, 1957.0, 29.0, 157.375, 157.03125, 574.0, 7.0], [157.1875, 157.15625, 10193.0, 79.0, 157.25, 157.125, 3158.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0]]",TWAP
0,240,81,"[[157.1875, 157.1875, 9982.0, 12.0, 157.25, 157.15625, 3107.0, 68.0, 157.3125, 157.125, 1936.0, 3.0, 157.375, 157.09375, 560.0, 15.0, 157.4375, 157.0625, 47.0, 29.0], [157.1875, 157.1875, 9942.0, 14.0, 157.25, 157.15625, 3110.0, 68.0, 157.3125, 157.125, 1936.0, 3.0, 157.375, 157.09375, 560.0, 15.0, 157.4375, 157.0625, 47.0, 29.0], [157.1875, 157.15625, 9967.0, 68.0, 157.25, 157.125, 3142.0, 3.0, 157.3125, 157.09375, 1952.0, 15.0, 157.375, 157.0625, 560.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.1875, 157.15625, 10108.0, 115.0, 157.25, 157.125, 3157.0, 3.0, 157.3125, 157.09375, 1957.0, 15.0, 157.375, 157.0625, 574.0, 29.0, 157.4375, 157.03125, 47.0, 7.0], [157.15625, 157.15625, 18.0, 121.0, 157.1875, 157.125, 10193.0, 3.0, 157.25, 157.09375, 3158.0, 15.0, 157.3125, 157.0625, 1957.0, 29.0, 157.375, 157.03125, 574.0, 7.0], [157.15625, 157.15625, 11.0, 90.0, 157.1875, 157.125, 10193.0, 3.0, 157.25, 157.09375, 3158.0, 15.0, 157.3125, 157.0625, 1957.0, 29.0, 157.375, 157.03125, 574.0, 7.0], [157.15625, 157.15625, 17.0, 77.0, 157.1875, 157.125, 10193.0, 3.0, 157.25, 157.09375, 3158.0, 15.0, 157.3125, 157.0625, 1957.0, 29.0, 157.375, 157.03125, 574.0, 7.0], [157.15625, 157.15625, 8.0, 68.0, 157.1875, 157.125, 10193.0, 3.0, 157.25, 157.09375, 3158.0, 15.0, 157.3125, 157.0625, 1957.0, 29.0, 157.375, 157.03125, 574.0, 7.0], [157.15625, 157.15625, 5.0, 65.0, 157.1875, 157.125, 10193.0, 3.0, 157.25, 157.09375, 3158.0, 15.0, 157.3125, 157.0625, 1957.0, 29.0, 157.375, 157.03125, 574.0, 7.0], [157.15625, 157.15625, 2.0, 62.0, 157.1875, 157.125, 10193.0, 3.0, 157.25, 157.09375, 3158.0, 15.0, 157.3125, 157.0625, 1957.0, 29.0, 157.375, 157.03125, 574.0, 7.0]]",VWAP
0,230,60,"[[157.1875, 157.15625, 11080.0, 18.0, 157.25, 157.125, 3259.0, 382.0, 157.3125, 157.09375, 1995.0, 12.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 156.6875, 51.0, 2.0], [157.1875, 157.15625, 11080.0, 18.0, 157.25, 157.125, 3259.0, 445.0, 157.3125, 157.09375, 1995.0, 12.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 156.6875, 51.0, 2.0], [157.1875, 157.15625, 11098.0, 18.0, 157.25, 157.125, 3259.0, 509.0, 157.3125, 157.09375, 1995.0, 25.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 156.6875, 51.0, 2.0], [157.1875, 157.15625, 11142.0, 13.0, 157.25, 157.125, 3269.0, 516.0, 157.3125, 157.09375, 1995.0, 36.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 157.0, 51.0, 5.0], [157.1875, 157.15625, 11150.0, 10.0, 157.25, 157.125, 3274.0, 539.0, 157.3125, 157.09375, 1995.0, 43.0, 157.375, 157.03125, 593.0, 10.0, 157.4375, 157.0, 51.0, 15.0], [157.1875, 157.15625, 11151.0, 10.0, 157.25, 157.125, 3274.0, 600.0, 157.3125, 157.09375, 1995.0, 44.0, 157.375, 157.0625, 593.0, 1.0, 157.4375, 157.03125, 51.0, 10.0], [157.1875, 157.15625, 11159.0, 2.0, 157.25, 157.125, 3290.0, 735.0, 157.3125, 157.09375, 1995.0, 46.0, 157.375, 157.0625, 593.0, 1.0, 157.4375, 157.03125, 51.0, 10.0], [157.1875, 157.125, 11175.0, 695.0, 157.25, 157.09375, 3290.0, 46.0, 157.3125, 157.0625, 1995.0, 1.0, 157.375, 157.03125, 593.0, 10.0, 157.4375, 157.0, 51.0, 15.0], [157.1875, 157.125, 11213.0, 667.0, 157.25, 157.09375, 3290.0, 46.0, 157.3125, 157.0625, 1995.0, 1.0, 157.375, 157.03125, 593.0, 10.0, 157.4375, 157.0, 51.0, 15.0], [157.125, 157.125, 22.0, 615.0, 157.1875, 157.09375, 11199.0, 46.0, 157.25, 157.0625, 3290.0, 1.0, 157.3125, 157.03125, 1995.0, 10.0, 157.375, 157.0, 593.0, 15.0]]",POV
0,130,105,"[[157.1875, 157.15625, 11079.0, 18.0, 157.25, 157.125, 3259.0, 369.0, 157.3125, 157.09375, 1995.0, 12.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 156.6875, 51.0, 2.0], [157.1875, 157.15625, 11080.0, 18.0, 157.25, 157.125, 3259.0, 425.0, 157.3125, 157.09375, 1995.0, 12.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 156.6875, 51.0, 2.0], [157.1875, 157.15625, 11092.0, 18.0, 157.25, 157.125, 3259.0, 450.0, 157.3125, 157.09375, 1995.0, 12.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 156.6875, 51.0, 2.0], [157.1875, 157.15625, 11095.0, 18.0, 157.25, 157.125, 3259.0, 487.0, 157.3125, 157.09375, 1995.0, 25.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 156.6875, 51.0, 2.0], [157.1875, 157.15625, 11127.0, 15.0, 157.25, 157.125, 3264.0, 510.0, 157.3125, 157.09375, 1995.0, 25.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 157.0, 51.0, 5.0], [157.1875, 157.15625, 11149.0, 12.0, 157.25, 157.125, 3274.0, 524.0, 157.3125, 157.09375, 1995.0, 39.0, 157.375, 157.03125, 593.0, 10.0, 157.4375, 157.0, 51.0, 10.0], [157.1875, 157.15625, 11151.0, 10.0, 157.25, 157.125, 3274.0, 583.0, 157.3125, 157.09375, 1995.0, 44.0, 157.375, 157.0625, 593.0, 1.0, 157.4375, 157.03125, 51.0, 10.0], [157.1875, 157.15625, 11153.0, 10.0, 157.25, 157.125, 3274.0, 648.0, 157.3125, 157.09375, 1995.0, 44.0, 157.375, 157.0625, 593.0, 1.0, 157.4375, 157.03125, 51.0, 10.0], [157.1875, 157.15625, 11153.0, 10.0, 157.25, 157.125, 3274.0, 703.0, 157.3125, 157.09375, 1995.0, 44.0, 157.375, 157.0625, 593.0, 1.0, 157.4375, 157.03125, 51.0, 10.0], [157.1875, 157.15625, 11156.0, 10.0, 157.25, 157.125, 3290.0, 734.0, 157.3125, 157.09375, 1995.0, 46.0, 157.375, 157.0625, 593.0, 1.0, 157.4375, 157.03125, 51.0, 10.0]]",POV
0,60,114,"[[157.1875, 157.15625, 11080.0, 18.0, 157.25, 157.125, 3259.0, 427.0, 157.3125, 157.09375, 1995.0, 12.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 156.6875, 51.0, 2.0], [157.1875, 157.15625, 11095.0, 18.0, 157.25, 157.125, 3259.0, 495.0, 157.3125, 157.09375, 1995.0, 25.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 156.6875, 51.0, 2.0], [157.1875, 157.15625, 11127.0, 14.0, 157.25, 157.125, 3264.0, 510.0, 157.3125, 157.09375, 1995.0, 28.0, 157.375, 157.03125, 592.0, 10.0, 157.4375, 157.0, 51.0, 5.0], [157.1875, 157.15625, 11149.0, 10.0, 157.25, 157.125, 3274.0, 525.0, 157.3125, 157.09375, 1995.0, 39.0, 157.375, 157.03125, 593.0, 10.0, 157.4375, 157.0, 51.0, 10.0], [157.1875, 157.15625, 11151.0, 10.0, 157.25, 157.125, 3274.0, 587.0, 157.3125, 157.09375, 1995.0, 44.0, 157.375, 157.0625, 593.0, 1.0, 157.4375, 157.03125, 51.0, 10.0], [157.1875, 157.15625, 11153.0, 10.0, 157.25, 157.125, 3274.0, 705.0, 157.3125, 157.09375, 1995.0, 44.0, 157.375, 157.0625, 593.0, 1.0, 157.4375, 157.03125, 51.0, 10.0], [157.1875, 157.15625, 11157.0, 6.0, 157.25, 157.125, 3290.0, 734.0, 157.3125, 157.09375, 1995.0, 46.0, 157.375, 157.0625, 593.0, 1.0, 157.4375, 157.03125, 51.0, 10.0], [157.125, 157.125, 2.0, 710.0, 157.1875, 157.09375, 11168.0, 46.0, 157.25, 157.0625, 3290.0, 1.0, 157.3125, 157.03125, 1995.0, 10.0, 157.375, 157.0, 593.0, 15.0], [157.1875, 157.125, 11213.0, 683.0, 157.25, 157.09375, 3290.0, 46.0, 157.3125, 157.0625, 1995.0, 1.0, 157.375, 157.03125, 593.0, 10.0, 157.4375, 157.0, 51.0, 15.0], [157.125, 157.125, 5.0, 628.0, 157.1875, 157.09375, 11199.0, 46.0, 157.25, 157.0625, 3290.0, 1.0, 157.3125, 157.03125, 1995.0, 10.0, 157.375, 157.0, 593.0, 15.0]]",POV
